Price,Close,High,Low,Open,Volume
Ticker,HST,HST,HST,HST,HST
Date,,,,,
2018-01-02,14.764349937438965,14.830989541834207,14.638475286056275,14.786562197387433,5114800
2018-01-03,14.712520599365234,14.868012080274049,14.67549780942859,14.764351093001506,4121900
2018-01-04,14.675498008728027,14.808777229759876,14.65328574673942,14.697711682991686,4883200
2018-01-05,14.705120086669922,14.734736914491622,14.601457658605424,14.712524646694202,3775700
2018-01-08,15.097545623779297,15.112354737689168,14.727326249681523,14.808774963910981,9354200
2018-01-09,15.134570121765137,15.156782382869507,15.001290906038953,15.104951890592655,8968500
2018-01-10,15.290061950683594,15.415936611515203,15.001291251477266,15.067930860874883,10205600
2018-01-11,15.230830192565918,15.3863231188738,15.134573742775576,15.371513999744415,8056700
2018-01-12,15.075333595275879,15.297464658214874,15.038310809936142,15.275250987011033,5165600
2018-01-16,15.045714378356934,15.341889580239005,15.03090526519414,15.104949418733348,7582600
2018-01-17,15.497387886047363,15.519600151316975,15.082742457803278,15.127168400617757,6384600
2018-01-18,15.178996086120605,15.467766779245633,15.14197470935714,15.467766779245633,6405100
2018-01-19,15.34189510345459,15.364108781195899,15.178999036844141,15.178999036844141,6045600
2018-01-22,15.408529281616211,15.415933838247787,15.297463756692117,15.371507910733104,3988600
2018-01-23,15.77134895324707,15.800967188919747,15.38632177542873,15.430747716662538,5112600
2018-01-24,15.763945579528809,15.94165075417945,15.70470910903674,15.786157843688146,6774300
2018-01-25,15.675089836120605,15.867604098305161,15.578833411165814,15.77875081872961,4983600
2018-01-26,15.726920127868652,15.77134606095523,15.608450031454476,15.749133800549416,3227100
2018-01-29,15.512190818786621,15.704703631641593,15.475168037641668,15.652873150313354,3490800
2018-01-30,15.423340797424316,15.497384962999408,15.349296631849226,15.423340797424316,4328100
2018-01-31,15.371509552001953,15.630663412678764,15.282656275210645,15.452958271371074,9353100
2018-02-01,15.230830192565918,15.467770449534756,15.156786009194322,15.371513999744415,5234300
2018-02-02,14.89022445678711,15.208613361124511,14.838393967667049,15.134569199978037,5685900
2018-02-05,14.32749080657959,14.956864057794567,14.24604208810621,14.845797109958172,8362000
2018-02-06,14.379322052001953,14.46077077475931,13.89063254000778,14.097955919628786,11994300
2018-02-07,14.40153694152832,14.64588171816246,14.290469978469538,14.334897328603093,6285800
2018-02-08,13.883228302001953,14.416343760379823,13.875823744101217,14.401536056853365,7716500
2018-02-09,14.453363418579102,14.571833494774445,13.935055776018437,14.046121295917235,10915400
2018-02-12,14.379322052001953,14.53481352751147,14.031316312331857,14.49779215113539,9087700
2018-02-13,14.453363418579102,14.520003012973321,14.105356334014907,14.290466004604472,7162300
2018-02-14,14.542217254638672,14.542217254638672,14.164593305616346,14.31268162721232,12645500
2018-02-15,14.482982635498047,14.63107096146053,14.268256116354884,14.586645028581762,9929100
2018-02-16,14.719924926757812,14.764352278248309,14.453367879190566,14.505198376987664,7400800
2018-02-20,14.445963859558105,14.779160534516835,14.438559300700106,14.66069041733926,5880000
2018-02-21,14.231234550476074,14.490388437021268,14.201617730105944,14.290469603491399,7828900
2018-02-22,14.149785995483398,14.475578052385073,13.698117873143653,13.92024894941979,13249800
2018-02-23,14.223827362060547,14.283063816396997,14.112761834729309,14.216424217543294,6540400
2018-02-26,14.068340301513672,14.349706486142837,14.053531183302862,14.253450042323061,5480000
2018-02-27,13.690712928771973,14.12757192374231,13.675903814165375,14.112762809135713,8071200
2018-02-28,13.742545127868652,14.001699016636007,13.698119190794989,13.72773742369415,11886900
2018-03-01,13.631478309631348,13.875823059194799,13.498199098546747,13.705522472708896,8839300
2018-03-02,13.653693199157715,13.698119136053842,13.31309058355388,13.550030796699989,9953200
2018-03-05,13.41675090789795,13.587051483184563,13.342706749689684,13.513007324976298,15680900
2018-03-06,13.47598934173584,13.550032106293838,13.36492237034843,13.424157429359951,10786000
2018-03-07,13.727737426757812,13.801780184472086,13.38713480971683,13.401943926169716,8599500
2018-03-08,13.779566764831543,13.794374467765772,13.609264764475826,13.757353092017766,5628900
2018-03-09,14.001697540283203,14.001697540283203,13.779566466061521,13.87582288828427,4855700
2018-03-12,13.86841869354248,13.994293348833427,13.831397317628952,13.964676530557597,8251200
2018-03-13,13.846206665039062,14.009102698974527,13.809183876229874,13.920249418107463,6589400
2018-03-14,14.009102821350098,14.105359248544852,13.890632720675784,13.905441836328823,7987500
2018-03-15,14.10536003112793,14.120169147602597,13.927654870257154,14.038720419267003,6010400
2018-03-16,14.201613426208496,14.238634793520342,14.01650376509999,14.127569279310165,6144000
2018-03-19,14.023914337158203,14.179405841302065,13.890635098020468,14.164596723114485,4253200
2018-03-20,14.009102821350098,14.16459429888201,13.95727232883946,14.060933313860735,4257300
2018-03-21,13.883228302001953,14.038719781092368,13.816588693170344,13.994293845962966,4488200
2018-03-22,13.624076843261719,13.920252150496161,13.624076843261719,13.809186586817653,5520800
2018-03-23,13.313091278076172,13.668501616336515,13.276069897443898,13.661098470030176,4530700
2018-03-26,13.616668701171875,13.66849918976564,13.394537632262912,13.446368120856677,4510100
2018-03-27,13.572245597839355,13.757355331259028,13.475989157862209,13.616671538423024,4686900
2018-03-28,13.901630401611328,14.103754614523544,13.774367166946718,13.774367166946718,7560100
2018-03-29,13.954030990600586,14.08129421005796,13.864198969721395,13.924087459592265,6308300
2018-04-02,13.692021369934082,13.9989500955456,13.579729188684757,13.96900513311794,5589300
2018-04-03,13.961516380310059,14.013918627274933,13.721962435411124,13.75939220385628,5036800
2018-04-04,14.081295013427734,14.096267493713224,13.774366306846774,13.834254800134417,4377000
2018-04-05,13.954030990600586,14.163641419075741,13.886656261014078,14.111239168920509,6879600
2018-04-06,13.811798095703125,14.021407117208426,13.744423359403745,13.894143885071193,4161200
2018-04-09,13.654589653015137,13.87917257920731,13.647103412689964,13.849227617906617,5223600
2018-04-10,13.662076950073242,13.84922868911534,13.639618227360586,13.781853948831829,7183200
2018-04-11,13.83425521850586,13.931574915450337,13.594701238110765,13.632131012102118,6500400
2018-04-12,14.395713806152344,14.478061041868347,13.796828713276021,13.909119489708495,12637900
2018-04-13,14.328338623046875,14.522976629331422,14.253479059583674,14.470574363765323,7027600
2018-04-16,14.560404777526855,14.650236805936967,14.410682826370873,14.440627787743809,4956500
2018-04-17,14.725099563598633,14.755043100741094,14.515489092183326,14.567891353073524,8179400
2018-04-18,14.80744457244873,14.874819305749769,14.665208865718279,14.7625271316785,4961200
2018-04-19,14.567889213562012,14.80744461479202,14.493029667772838,14.770013414043124,5539900
2018-04-20,14.537944793701172,14.642749293694214,14.500515023090577,14.567888324618803,4511900
2018-04-23,14.567889213562012,14.620292894610467,14.4705709473235,14.552918161116763,4158200
2018-04-24,14.448115348815918,14.665212076506744,14.358283303316322,14.665212076506744,4451800
2018-04-25,14.68767261505127,14.68767261505127,14.388228618806268,14.42565983226429,7608300
2018-04-26,14.672697067260742,14.777501587359373,14.597836083824077,14.687669549518974,5028700
2018-04-27,14.784988403320312,14.867335631087705,14.612809134219903,14.65772515488641,5002300
2018-04-30,14.642753601074219,14.837391606784214,14.582865093767653,14.829905364889063,6524200
2018-05-01,14.620295524597168,14.70264132534898,14.478059791873763,14.657725304224849,3072000
2018-05-02,14.545435905456543,14.612810657406483,14.463088669105572,14.545435905456543,5904100
2018-05-03,14.545435905456543,14.859850938604694,14.493033637907635,14.590351930804935,8576600
2018-05-04,14.852362632751465,14.964653394447623,14.522975160968828,14.567891180076392,7173900
2018-05-07,15.061970710754395,15.069455522872104,14.80744426312399,14.90476252705125,5588700
2018-05-08,14.994597434997559,15.091915708375469,14.949679990803677,15.076943226977509,6803600
2018-05-09,15.428791999816895,15.443763055882584,15.017057259135305,15.05448846893617,6856500
2018-05-10,15.66086196899414,15.690805513148009,15.428794147345947,15.473710177504179,7188000
2018-05-11,15.518623352050781,15.743206317225704,15.511137110426157,15.675831570458687,5445500
2018-05-14,15.630913734436035,15.69080223809845,15.45873446488841,15.57102523077362,5951100
2018-05-15,15.226667404174805,15.578512201173433,15.189237623079814,15.533596178288521,8669300
2018-05-16,15.129342079162598,15.309008959795321,15.024537588671922,15.23414799750737,9603200
2018-05-17,15.204200744628906,15.301520409257881,15.159284745183005,15.181743458832894,5413700
2018-05-18,15.346440315246582,15.376385274402466,15.151802364296069,15.226663334331533,6262400
2018-05-21,15.803092002868652,15.810578243157623,15.443759608269772,15.466218329136682,8573000
2018-05-22,15.885443687438965,15.937847388915408,15.698291894301988,15.795611626331942,6559800
2018-05-23,16.027671813964844,16.147448790278823,15.848006349493877,15.862978828496672,6020000
2018-05-24,16.214826583862305,16.244771547529933,16.020188603586085,16.05761980817062,9778600
2018-05-25,16.13996696472168,16.2672302153409,16.072592218637705,16.207341710805654,4213400
2018-05-29,16.110021591186523,16.21482610522061,15.99024459576059,16.042646852777633,6434000
2018-05-30,16.33460235595703,16.446893105567742,16.11750709709024,16.11750709709024,4966100
2018-05-31,16.192365646362305,16.379517360123497,16.184880834323607,16.304657816902427,8999800
2018-06-01,16.4019775390625,16.82119701538572,16.177396033710085,16.304659267504288,4679800
2018-06-04,16.58164405822754,16.60410278129867,16.394492316198214,16.46186705755713,4981800
2018-06-05,16.424434661865234,16.53672540361024,16.364546171077613,16.521752923949773,5488300
2018-06-06,16.656505584716797,16.656505584716797,16.431924058087144,16.581644599888737,6469500
2018-06-07,16.536727905273438,16.671477386893944,16.46186692350044,16.671477386893944,4907500
2018-06-08,16.536727905273438,16.574157682232705,16.372034887656415,16.47683940542593,6350700
2018-06-11,16.147451400756836,16.41695035495893,16.11002162505295,16.35706185712007,7143900
2018-06-12,16.065099716186523,16.222307871733378,16.035156189515803,16.15493315190673,7382000
2018-06-13,15.780632972717285,16.169908892988296,15.773146732575038,16.072589198993388,5450400
2018-06-14,15.967785835266113,16.080076589726033,15.862981321484106,15.862981321484106,6213400
2018-06-15,15.93784236907959,16.02767440189282,15.90041116552873,15.990244626196377,8768800
2018-06-18,15.855496406555176,15.975273411708105,15.780635421370963,15.848010165251301,4641900
2018-06-19,15.803092002868652,15.922868991783501,15.698286066677408,15.728231027833289,5033200
2018-06-20,16.087560653686523,16.11001937268151,15.855492935488543,15.892922705959302,5040300
2018-06-21,16.192365646362305,16.22231060593414,15.945325441311704,16.027672652279993,7482500
2018-06-22,16.035160064697266,16.304659009133065,15.982757809469051,16.22231179214338,6821700
2018-06-25,15.750691413879395,16.05013391782388,15.735718931718548,16.02018895350219,7731800
2018-06-26,15.68331527709961,15.840522042242698,15.645884075026713,15.773147306365843,6870900
2018-06-27,15.758176803588867,16.01270329821668,15.556053998441108,15.713260783317647,14637800
2018-06-28,15.765734672546387,15.833755692904614,15.675039498218451,15.826197641581379,7205000
2018-06-29,15.924449920654297,16.052933914041127,15.69771414011327,15.765735162585765,8286700
2018-07-02,15.750615119934082,15.932003987308205,15.652361915803988,15.894215180520062,5866400
2018-07-03,15.886656761169434,16.0151407194301,15.727940604941294,15.750614753416897,4516300
2018-07-05,15.954683303833008,15.969797966513369,15.765736325593586,15.916893043254499,4479500
2018-07-06,16.113393783569336,16.12850988377622,15.93200490573871,15.977351764808702,4152900
2018-07-09,16.128515243530273,16.204094328130125,16.007589284790964,16.128515243530273,5938700
2018-07-10,16.151185989379883,16.34013294018823,16.10583768326928,16.21164895597652,5526600
2018-07-11,15.969794273376465,16.12851044799979,15.932005463087949,16.08316358734343,4213900
2018-07-12,16.000028610229492,16.060491579690996,15.841312414423724,16.000028610229492,3641600
2018-07-13,16.007583618164062,16.083162676009202,15.947120660198078,16.030256326432166,3562400
2018-07-16,15.886656761169434,16.0151407194301,15.795961608817562,15.98490852146263,3147500
2018-07-17,15.894218444824219,15.962239464253278,15.826197425395158,15.916891156933323,4855600
2018-07-18,15.954683303833008,16.022704331323283,15.863988119995627,15.9244510953702,5058200
2018-07-19,16.226762771606445,16.27966912598088,15.886659142789618,15.916889903738538,5720100
2018-07-20,16.083162307739258,16.211646270668798,16.052930108673202,16.173856021836233,4920000
2018-07-23,16.30989646911621,16.31745451815731,16.083160764085168,16.113391518699093,6358800
2018-07-24,15.969794273376465,16.430825254960048,15.932005463087949,16.347688142464463,7770700
2018-07-25,15.909333229064941,15.992470351578582,15.667481354353496,15.962239588015093,8809300
2018-07-26,15.924449920654297,16.052933914041127,15.87154500129812,15.947124075328773,3857300
2018-07-27,15.727944374084473,16.000028454793476,15.705271661725979,16.000028454793476,3194800
2018-07-30,15.637248039245605,15.750615906824395,15.591899738973574,15.727941756688377,4625000
2018-07-31,15.826199531555176,15.879104455584871,15.607020341659517,15.690157474592501,12229000
2018-08-01,16.256994247436523,16.279668398297773,15.773290561468762,15.811079371353484,8129900
2018-08-02,16.581987380981445,16.612218148197773,16.12095628813626,16.166303159736277,10960300
2018-08-03,16.347688674926758,16.6726776435758,16.3023418127934,16.58198391930908,12982200
2018-08-06,16.35524559020996,16.408150499284844,16.188972812895955,16.294782631045717,6384600
2018-08-07,16.15874481201172,16.309902969981938,16.09828183713384,16.309902969981938,7584900
2018-08-08,15.531439781188965,16.438385780163166,15.470976810694081,16.21920661114988,12959400
2018-08-09,15.48608684539795,15.607012739002247,15.455856092772054,15.516319039574203,11420100
2018-08-10,15.319819450378418,15.478534200561546,15.221566226554788,15.425629283833837,8288300
2018-08-13,15.19133472442627,15.410512431858347,15.100639556196958,15.319818705179829,6328700
2018-08-14,15.33493423461914,15.440744058979606,15.191334157593696,15.191334157593696,5368700
2018-08-15,15.712828636169434,15.765733550114657,15.266913730701416,15.312260593861495,9146000
2018-08-16,15.795961380004883,15.94711948455155,15.667477423605371,15.712825719899683,5444200
2018-08-17,15.818636894226074,15.84886765281578,15.607015817895562,15.765731985531108,6437300
2018-08-20,15.795961380004883,15.954677533933936,15.773288673408247,15.894214580425373,8965500
2018-08-21,15.916891098022461,16.00758627077582,15.788407110859874,15.833755418011988,8210800
2018-08-22,16.098283767700195,16.173862855749032,15.879105998064896,15.939568980193725,7930200
2018-08-23,15.780843734741211,16.1436228617913,15.74305493308305,16.120948715866177,7416100
2018-08-24,15.841306686401367,15.909327682643868,15.72793883984733,15.765729083065596,4569500
